Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jul 27,"2020""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,284373,299050,527710,512733,3332517,3240763,3241846,3272079,585515,251757,585505,250478,8222635,8161691
DII,2062,5062,141924,149164,0,0,0,0,1050,0,0,0,145036,154226
FII,80884,73782,479610,482899,1198752,1190772,1198971,1187852,55395,31006,54432,30699,3036419,3028635
Pro,158925,148350,347626,352074,3367784,3066146,3458236,3037750,520336,288237,522359,289823,7749054,7808592
TOTAL,526244,526244,1496870,1496870,7899053,7497681,7899053,7497681,1162296,571000,1162296,571000,19153144,19153144
